# BUSCO version is: 3.0.0 
# The lineage dataset is: tetrapoda_odb9 (Creation date: 2016-02-13, number of species: 55, number of BUSCOs: 3950)
# To reproduce this run: python /mnt/lustre/software/linuxbrew/colsa/bin/busco -i /mnt/lustre/macmaneslab/shared/Stuckert/Stuckert_Ranitomeya_imitator_genome/imitator.1.3.6.fa -o Ranitomeya_imitator_genome_BUSCO -l /mnt/lustre/macmaneslab/ams1236/Oyster_River_Protocol/busco_dbs/tetrapoda_odb9/ -m genome -c 40 -sp human
#
# Busco id	Status	Contig	Start	End	Score	Length
EOG090705C5	Complete	scaffold149_pilon_pilon	4842386	4876277	805.5	407
EOG090705C7	Complete	scaffold34_pilon_pilon	3338073	3361791	909.3	455
EOG090705C9	Missing
EOG090705CT	Complete	scaffold8_pilon_pilon	6504018	6507959	817.5	399
EOG090705CU	Complete	scaffold256_pilon_pilon	345644	352901	476.1	378
EOG090705CY	Duplicated	scaffold1600_pilon_pilon	3021	38198	730.8	403
EOG090705CY	Duplicated	scaffold160_pilon_pilon	989816	1010296	806.7	398
EOG090705CY	Duplicated	scaffold192_pilon_pilon	1557038	1596418	703.3	383
EOG090705CZ	Duplicated	scaffold10_pilon_pilon	8007776	8021314	787.8	375
EOG090705CZ	Duplicated	scaffold3913_pilon_pilon	178140	234059	684.4	387
EOG090705D0	Duplicated	scaffold1015_pilon_pilon	528229	536609	671.2	365
EOG090705D0	Duplicated	scaffold50_pilon_pilon	2661629	2669564	769.4	365
EOG090705D4	Complete	scaffold31_pilon_pilon	17442709	17458089	809.9	374
EOG090705D6	Complete	scaffold88_pilon_pilon	6369721	6378203	877.6	541
EOG090705D7	Duplicated	scaffold4318_pilon_pilon	80760	221385	679.1	376
EOG090705D7	Duplicated	scaffold74_pilon_pilon	8454589	8608085	741.6	371
EOG090705DD	Complete	scaffold36_pilon_pilon	1345101	1377301	767.8	438
EOG090705DI	Complete	scaffold238_pilon_pilon	651676	678966	358.3	385
EOG090705DN	Duplicated	scaffold37_pilon_pilon	10091623	10128153	705.8	359
EOG090705DN	Duplicated	scaffold8035_pilon_pilon	53785	118493	748.4	360
EOG090705DQ	Complete	scaffold5_pilon_pilon	17202816	17205403	770.5	436
EOG090705DV	Duplicated	scaffold30_pilon_pilon	11648496	11676889	767.4	389
EOG090705DV	Duplicated	scaffold4376_pilon_pilon	159233	217793	657.9	427
EOG090705DW	Complete	scaffold72_pilon_pilon	72713	133760	696.7	336
EOG090705E2	Duplicated	scaffold1537_pilon_pilon	281191	305818	700.5	400
EOG090705E2	Duplicated	scaffold192_pilon_pilon	3524958	3545603	792.4	399
EOG090705E4	Duplicated	scaffold190_pilon_pilon	3480546	3503553	760.0	365
EOG090705E4	Duplicated	scaffold2879_pilon_pilon	32397	89949	725.4	365
EOG090705E7	Complete	scaffold10_pilon_pilon	12755049	12763979	638.1	331
EOG090705E9	Complete	scaffold247_pilon_pilon	120900	150333	678.7	360
EOG090705EB	Complete	scaffold15_pilon_pilon	5082501	5110985	679.8	364
EOG090705EH	Complete	scaffold22_pilon_pilon	14197495	14220169	826.7	436
EOG090705EK	Complete	scaffold33_pilon_pilon	10062813	10111447	727.0	400
EOG090705EM	Duplicated	scaffold1_pilon_pilon	57783059	57801552	677.0	383
EOG090705EM	Duplicated	scaffold3113_pilon_pilon	66814	92625	604.8	348
EOG090705EO	Complete	scaffold8384_pilon_pilon	52166	98618	565.5	332
EOG090705F0	Complete	scaffold54_pilon_pilon	9080964	9113250	556.4	351
EOG090705F2	Fragmented	scaffold14090_pilon_pilon	49001	50037	385.0	238
EOG090705F3	Complete	scaffold6196_pilon_pilon	12901	46165	591.6	328
EOG090705F4	Complete	scaffold833_pilon_pilon	78853	94977	813.6	392
EOG090705F5	Complete	scaffold139_pilon_pilon	4703478	4729497	705.5	367
EOG090705FA	Complete	scaffold162_pilon_pilon	538046	593646	773.6	391
EOG090705FD	Complete	scaffold24_pilon_pilon	11029521	11049163	756.0	383
EOG090705FF	Complete	scaffold48_pilon_pilon	6255988	6362009	730.0	375
EOG090705FG	Complete	scaffold28_pilon_pilon	882575	897002	628.0	452
EOG090705FL	Complete	scaffold1_pilon_pilon	5769151	5846943	677.7	378
EOG090705FP	Complete	scaffold92_pilon_pilon	1080596	1112288	775.3	412
EOG090705FS	Complete	scaffold18_pilon_pilon	13054658	13096274	559.9	352
EOG090705FV	Complete	scaffold13_pilon_pilon	21420936	21466148	694.2	369
EOG090705FY	Duplicated	scaffold231_pilon_pilon	1903066	1923600	346.6	229
EOG090705FY	Duplicated	scaffold9989_pilon_pilon	15318	21254	311.3	228
EOG090705G1	Duplicated	scaffold6651_pilon_pilon	153687	154949	686.8	373
EOG090705G1	Duplicated	scaffold95_pilon_pilon	499225	500487	695.4	373
EOG090705G2	Complete	scaffold9937_pilon_pilon	30552	67179	436.5	222
EOG090705G5	Complete	scaffold28_pilon_pilon	11771995	11809901	733.4	357
EOG090705GB	Complete	scaffold317_pilon_pilon	91586	111903	1220.2	824
EOG090705GI	Duplicated	scaffold173_pilon_pilon	4150322	4197817	983.7	446
EOG090705GI	Duplicated	scaffold331_pilon_pilon	36930	72948	882.9	435
EOG090705GK	Duplicated	scaffold11788_pilon_pilon	46511	55630	740.7	394
EOG090705GK	Duplicated	scaffold162_pilon_pilon	3482775	3486415	850.4	440
EOG090705GS	Complete	scaffold175_pilon_pilon	79661	132080	549.4	275
EOG090705GT	Complete	scaffold31_pilon_pilon	13920088	13936728	661.8	362
EOG090705H1	Duplicated	scaffold2814_pilon_pilon	239746	260651	828.5	432
EOG090705H1	Duplicated	scaffold43_pilon_pilon	10150898	10167322	963.6	454
EOG090705H3	Complete	scaffold355_pilon_pilon	848918	888903	606.0	417
EOG090705H5	Duplicated	scaffold279_pilon_pilon	1197135	1248193	664.7	406
EOG090705H5	Duplicated	scaffold55_pilon_pilon	3948872	4016163	757.0	410
EOG090705H6	Complete	scaffold34048_pilon_pilon	467	15782	589.4	338
EOG090705H7	Complete	scaffold34_pilon_pilon	6223022	6240500	736.2	370
EOG090705H8	Complete	scaffold26_pilon_pilon	15842026	15875362	690.7	383
EOG090705HI	Complete	scaffold4135_pilon_pilon	31037	43843	289.9	216
EOG090705HN	Complete	scaffold139_pilon_pilon	4247316	4267514	824.4	435
EOG090705HR	Complete	scaffold181_pilon_pilon	3605492	3609849	649.6	364
EOG090705HS	Fragmented	scaffold24_pilon_pilon	11561405	11566332	380.5	177
EOG090705I3	Complete	scaffold174_pilon_pilon	2067740	2084514	778.6	356
EOG090705IA	Complete	scaffold7_pilon_pilon	22341142	22347066	667.5	355
EOG090705IB	Complete	scaffold201_pilon_pilon	2761944	2776945	710.2	419
EOG090705IH	Complete	scaffold59_pilon_pilon	427650	470607	624.8	383
EOG090705IN	Duplicated	scaffold153_pilon_pilon	1015193	1016497	703.9	347
EOG090705IN	Duplicated	scaffold55_pilon_pilon	10392417	10402145	706.0	347
EOG090705IP	Complete	scaffold23_pilon_pilon	14498773	14527081	902.5	480
EOG090705IV	Duplicated	scaffold100_pilon_pilon	1416917	1426678	707.9	343
EOG090705IV	Duplicated	scaffold1376_pilon_pilon	239228	245083	660.6	312
EOG090705IX	Duplicated	scaffold5321_pilon_pilon	160443	174135	664.8	388
EOG090705IX	Duplicated	scaffold93_pilon_pilon	508611	557939	748.8	362
EOG090705IZ	Complete	scaffold26_pilon_pilon	16696638	16705582	758.7	430
EOG090705J0	Duplicated	scaffold7639_pilon_pilon	106826	118513	665.5	483
EOG090705J0	Duplicated	scaffold88_pilon_pilon	4346679	4363708	768.5	466
EOG090705J5	Complete	scaffold310_pilon_pilon	1291773	1310228	528.7	371
EOG090705J9	Complete	scaffold41_pilon_pilon	7772784	7803701	819.1	406
EOG090705JA	Missing
EOG090705JE	Complete	scaffold5_pilon_pilon	19891708	19909076	792.5	381
EOG090705JP	Missing
EOG090705K4	Complete	scaffold123_pilon_pilon	2634755	2756434	830.3	409
EOG090705KA	Duplicated	scaffold8_pilon_pilon	22932723	22955895	678.9	425
EOG090705KA	Duplicated	scaffold9859_pilon_pilon	99064	111168	716.2	397
EOG090705KB	Complete	scaffold23454_pilon_pilon	13370	25918	669.3	329
EOG090705KF	Complete	scaffold33_pilon_pilon	15119223	15138610	962.0	499
EOG090705KG	Duplicated	scaffold5024_pilon_pilon	17901	26512	533.7	331
EOG090705KG	Duplicated	scaffold94_pilon_pilon	1585683	1606897	524.1	301
EOG090705KM	Duplicated	scaffold1_pilon_pilon	11279999	11315920	843.0	411
EOG090705KM	Duplicated	scaffold8592_pilon_pilon	25156	107386	765.7	409
EOG090705KO	Complete	scaffold175_pilon_pilon	558663	672812	638.3	338
EOG090705KX	Duplicated	scaffold11486_pilon_pilon	83490	93711	644.4	393
EOG090705KX	Duplicated	scaffold68_pilon_pilon	7068699	7081019	735.8	376
EOG090705L0	Duplicated	scaffold2369_pilon_pilon	273507	306245	691.1	397
EOG090705L0	Duplicated	scaffold2_pilon_pilon	22223363	22258259	672.9	342
EOG090705L1	Complete	scaffold32_pilon_pilon	14481326	14525668	402.3	269
EOG090705L8	Duplicated	scaffold2240_pilon_pilon	146486	258520	630.7	349
EOG090705L8	Duplicated	scaffold96_pilon_pilon	847862	877134	717.3	372
EOG090705LE	Complete	scaffold64_pilon_pilon	4602446	4629155	762.3	448
EOG090705LK	Missing
EOG090705LP	Complete	scaffold260_pilon_pilon	938872	981679	371.9	461
EOG090705LS	Complete	scaffold55_pilon_pilon	10387083	10424920	741.2	358
EOG090705M0	Missing
EOG090705M4	Missing
EOG090705M5	Complete	scaffold260_pilon_pilon	1977188	2035364	721.6	335
EOG090705MI	Complete	scaffold116_pilon_pilon	4967548	4994413	745.2	371
EOG090705ML	Complete	scaffold13_pilon_pilon	7277139	7304627	910.3	480
EOG090705MX	Complete	scaffold23_pilon_pilon	8284446	8294504	508.7	269
EOG090705N1	Complete	scaffold89_pilon_pilon	6273139	6279570	817.2	410
EOG090705N3	Complete	scaffold22_pilon_pilon	5053920	5147434	593.6	412
EOG090705N4	Complete	scaffold123_pilon_pilon	6187477	6203042	810.5	365
EOG090705N7	Complete	scaffold14743_pilon_pilon	14609	48119	771.4	335
EOG090705NJ	Missing
EOG090705NM	Complete	scaffold60_pilon_pilon	5078550	5122027	664.7	365
EOG090705NS	Duplicated	scaffold2849_pilon_pilon	187898	218273	507.3	347
EOG090705NS	Duplicated	scaffold45_pilon_pilon	2443897	2470659	490.7	320
EOG090705NZ	Complete	scaffold688_pilon_pilon	652350	659471	780.7	389
EOG090705O0	Complete	scaffold88_pilon_pilon	7943346	7972711	836.6	377
EOG090705O1	Complete	scaffold64_pilon_pilon	5854996	5900482	702.6	383
EOG090705O7	Complete	scaffold105_pilon_pilon	2611658	2640888	684.1	338
EOG090705OB	Complete	scaffold494_pilon_pilon	401868	412363	627.2	304
EOG090705OC	Duplicated	scaffold2666_pilon_pilon	49254	65681	538.2	398
EOG090705OC	Duplicated	scaffold3_pilon_pilon	4554335	4572415	540.2	400
EOG090705OG	Complete	scaffold92_pilon_pilon	817520	879976	696.5	370
EOG090705OK	Complete	scaffold52_pilon_pilon	11547006	11586940	732.9	356
EOG090705OM	Complete	scaffold34_pilon_pilon	7090220	7102297	590.6	328
EOG090705OU	Duplicated	scaffold205_pilon_pilon	2647994	2674765	415.8	276
EOG090705OU	Duplicated	scaffold53985_pilon_pilon	1	7816	436.6	287
EOG090705OZ	Complete	scaffold149_pilon_pilon	632320	642192	823.9	403
EOG090705P4	Complete	scaffold18_pilon_pilon	10511607	10546679	720.9	344
EOG090705PA	Complete	scaffold116_pilon_pilon	1343173	1383991	615.3	459
EOG090705PE	Complete	scaffold10_pilon_pilon	1681673	1704034	682.0	359
EOG090705PF	Complete	scaffold85_pilon_pilon	2779592	2787673	495.1	301
EOG090705PI	Complete	scaffold43_pilon_pilon	11004875	11044036	617.1	345
EOG090705PJ	Fragmented	scaffold16_pilon_pilon	29304	37647	185.0	134
EOG090705PK	Duplicated	scaffold10144_pilon_pilon	87889	90055	486.5	375
EOG090705PK	Duplicated	scaffold88_pilon_pilon	3126245	3144710	460.2	266
EOG090705PR	Complete	scaffold53_pilon_pilon	1802587	1841318	700.7	482
EOG090705PS	Duplicated	scaffold14_pilon_pilon	22829335	22845404	512.8	252
EOG090705PS	Duplicated	scaffold433_pilon_pilon	837020	892012	457.6	247
EOG090705PY	Missing
EOG090705PZ	Complete	scaffold2_pilon_pilon	12292832	12319166	822.1	358
EOG090705Q2	Complete	scaffold268_pilon_pilon	220789	241320	623.7	322
EOG090705Q5	Complete	scaffold763_pilon_pilon	633748	663069	638.7	495
EOG090705QA	Complete	scaffold88_pilon_pilon	171119	179158	976.0	508
EOG090705QE	Complete	scaffold76_pilon_pilon	6462577	6552633	431.1	376
EOG090705QM	Complete	scaffold30_pilon_pilon	439951	493053	747.5	362
EOG090705QO	Complete	scaffold48_pilon_pilon	10565621	10593734	836.5	415
EOG090705QY	Complete	scaffold10_pilon_pilon	14928320	14950304	897.7	497
EOG090705QZ	Duplicated	scaffold1141_pilon_pilon	179008	197713	919.7	435
EOG090705QZ	Duplicated	scaffold57_pilon_pilon	1288752	1321028	972.6	476
EOG090705R3	Complete	scaffold221_pilon_pilon	1972493	1988688	738.0	341
EOG090705R5	Duplicated	scaffold1972_pilon_pilon	369244	390423	897.4	499
EOG090705R5	Duplicated	scaffold2_pilon_pilon	12865378	12902647	1044.9	518
EOG090705RQ	Complete	scaffold167_pilon_pilon	824010	864657	663.0	355
EOG090705RW	Complete	scaffold7_pilon_pilon	12586854	12606427	827.7	401
EOG090705RZ	Complete	scaffold152_pilon_pilon	2599565	2637846	251.2	293
EOG090705S9	Complete	scaffold247_pilon_pilon	1975010	2029580	691.3	386
EOG090705SC	Complete	scaffold499_pilon_pilon	55668	70283	457.1	380
EOG090705SD	Complete	scaffold26903_pilon_pilon	18832	26290	604.5	309
EOG090705SG	Duplicated	scaffold30_pilon_pilon	6561214	6592310	594.5	369
EOG090705SG	Duplicated	scaffold688_pilon_pilon	271493	298131	589.8	375
EOG090705SH	Complete	scaffold181_pilon_pilon	86496	108468	820.0	387
EOG090705SM	Fragmented	scaffold278_pilon_pilon	472009	472944	471.9	243
EOG090705SN	Complete	scaffold106_pilon_pilon	6885702	6941531	316.0	171
EOG090705SP	Complete	scaffold58_pilon_pilon	10090474	10119661	862.6	387
EOG090705SS	Complete	scaffold215_pilon_pilon	961327	976374	615.7	283
EOG090705ST	Duplicated	scaffold248_pilon_pilon	2185201	2187837	682.4	347
EOG090705ST	Duplicated	scaffold3579_pilon_pilon	80895	82028	618.2	348
EOG090705SZ	Duplicated	scaffold33_pilon_pilon	10716837	10745381	889.3	406
EOG090705SZ	Duplicated	scaffold5670_pilon_pilon	171402	185466	823.3	406
EOG090705T1	Duplicated	scaffold318_pilon_pilon	1278501	1300351	681.2	384
EOG090705T1	Duplicated	scaffold355_pilon_pilon	61058	82321	679.0	344
EOG090705T4	Complete	scaffold44_pilon_pilon	5656856	5692238	832.8	389
EOG090705TB	Complete	scaffold18_pilon_pilon	21816442	21832260	767.1	394
EOG090705TF	Duplicated	scaffold20_pilon_pilon	13660098	13661225	118.9	338
EOG090705TF	Duplicated	scaffold3134_pilon_pilon	94243	95376	113.7	338
EOG090705TL	Complete	scaffold8_pilon_pilon	4551053	4612923	822.8	381
EOG090705TM	Complete	scaffold70_pilon_pilon	4565059	4668746	714.1	365
EOG090705TO	Duplicated	scaffold3580_pilon_pilon	167181	201495	608.2	364
EOG090705TO	Duplicated	scaffold43_pilon_pilon	9158979	9190908	532.2	356
EOG090705TP	Complete	scaffold85_pilon_pilon	1290015	1328215	584.0	351
EOG090705TS	Complete	scaffold3664_pilon_pilon	227215	249419	525.3	297
EOG090705U1	Complete	scaffold1668_pilon_pilon	228061	278045	753.7	374
EOG090705U9	Complete	scaffold139_pilon_pilon	2999136	3023864	577.0	336
EOG090705UE	Duplicated	scaffold3116_pilon_pilon	68034	127863	686.7	359
EOG090705UE	Duplicated	scaffold50_pilon_pilon	12074085	12106667	770.4	380
EOG090705UH	Complete	scaffold4053_pilon_pilon	108264	170509	579.9	331
EOG090705UL	Complete	scaffold177_pilon_pilon	2558859	2560199	815.3	375
EOG090705UX	Duplicated	scaffold1600_pilon_pilon	355188	380749	540.5	290
EOG090705UX	Duplicated	scaffold96_pilon_pilon	6864942	6906372	605.6	293
EOG090705VC	Complete	scaffold16_pilon_pilon	21739439	21760541	562.0	397
EOG090705VE	Complete	scaffold19_pilon_pilon	1474738	1503740	645.6	305
EOG090705VL	Complete	scaffold220_pilon_pilon	2199728	2216157	696.4	316
EOG090705VS	Complete	scaffold29_pilon_pilon	6382716	6383984	801.3	386
EOG090705VU	Complete	scaffold98_pilon_pilon	1174022	1210633	706.4	370
EOG090705VX	Complete	scaffold17_pilon_pilon	11728422	11747806	658.8	379
EOG090705W5	Complete	scaffold38_pilon_pilon	876629	881849	693.3	348
EOG090705WH	Complete	scaffold2445_pilon_pilon	197157	277029	664.8	374
EOG090705WJ	Duplicated	scaffold3693_pilon_pilon	103865	105064	613.5	333
EOG090705WJ	Duplicated	scaffold4_pilon_pilon	23769352	23805112	687.9	333
EOG090705WK	Complete	scaffold127_pilon_pilon	5497586	5517066	310.6	353
EOG090705WL	Duplicated	scaffold136_pilon_pilon	5568068	5590663	688.5	376
EOG090705WL	Duplicated	scaffold4047_pilon_pilon	53388	137670	684.6	375
EOG090705WO	Complete	scaffold140_pilon_pilon	4994642	5026781	715.5	398
EOG090705WQ	Complete	scaffold4_pilon_pilon	15777965	15798518	737.0	351
EOG090705WR	Complete	scaffold1_pilon_pilon	13773374	13819296	790.2	375
EOG090705WV	Complete	scaffold58_pilon_pilon	4650049	4686093	707.7	379
EOG090705WY	Complete	scaffold54_pilon_pilon	8494231	8558163	624.8	343
EOG090705X0	Complete	scaffold215_pilon_pilon	1267340	1336414	583.6	444
EOG090705X4	Complete	scaffold269_pilon_pilon	1813621	1850369	729.6	372
EOG090705X6	Complete	scaffold827_pilon_pilon	255981	293490	372.3	319
EOG090705XF	Complete	scaffold113_pilon_pilon	1429498	1490722	737.9	400
EOG090705XG	Complete	scaffold4010_pilon_pilon	172656	234874	436.4	306
EOG090705XH	Complete	scaffold4296_pilon_pilon	104585	128062	367.9	278
EOG090705XZ	Duplicated	scaffold12_pilon_pilon	8717726	8735614	500.0	293
EOG090705XZ	Duplicated	scaffold2295_pilon_pilon	255139	279188	508.9	345
EOG090705Y6	Complete	scaffold260_pilon_pilon	1170676	1197359	643.5	407
EOG090705YE	Complete	scaffold11_pilon_pilon	18032187	18107561	808.3	423
EOG090705YF	Complete	scaffold24_pilon_pilon	6710328	6717738	807.9	425
EOG090705YI	Complete	scaffold102_pilon_pilon	2975608	3004324	658.7	346
EOG090705YL	Duplicated	scaffold1600_pilon_pilon	352480	366272	591.1	368
EOG090705YL	Duplicated	scaffold96_pilon_pilon	6831572	6868034	529.4	369
EOG090705YQ	Complete	scaffold1719_pilon_pilon	342735	382965	529.5	528
EOG090705YR	Complete	scaffold12917_pilon_pilon	9912	84145	909.3	488
EOG090705Z0	Complete	scaffold114_pilon_pilon	4071332	4107358	522.9	349
EOG090705Z1	Complete	scaffold31_pilon_pilon	17637964	17643949	518.8	380
EOG090705Z5	Complete	scaffold124_pilon_pilon	2455627	2519904	786.4	409
EOG090705Z9	Complete	scaffold34_pilon_pilon	6243962	6270506	474.5	390
EOG090705ZB	Complete	scaffold20_pilon_pilon	14223023	14257125	641.9	358
EOG090705ZE	Complete	scaffold21_pilon_pilon	2163394	2209832	739.8	352
EOG090705ZF	Complete	scaffold7_pilon_pilon	25944063	25996492	859.3	408
EOG090705ZK	Complete	scaffold3_pilon_pilon	701995	737724	649.9	335
EOG090705ZM	Fragmented	scaffold39172_pilon_pilon	1338	2739	362.7	196
EOG09070600	Duplicated	scaffold1_pilon_pilon	56272926	56287086	626.5	310
EOG09070600	Duplicated	scaffold2559_pilon_pilon	5184	28115	556.5	303
EOG0907060F	Complete	scaffold5158_pilon_pilon	176689	206981	646.1	355
EOG0907060H	Duplicated	scaffold24_pilon_pilon	13227979	13236468	817.4	432
EOG0907060H	Duplicated	scaffold2975_pilon_pilon	91076	113842	701.6	434
EOG0907060L	Complete	scaffold68_pilon_pilon	7947133	8012698	774.4	411
EOG0907060O	Duplicated	scaffold13535_pilon_pilon	35320	63274	529.0	298
EOG0907060O	Duplicated	scaffold188_pilon_pilon	3756968	3780881	609.9	302
EOG0907060R	Complete	scaffold13_pilon_pilon	766890	783225	964.3	636
EOG09070611	Complete	scaffold64_pilon_pilon	2158249	2171870	661.6	332
EOG09070618	Complete	scaffold407_pilon_pilon	370078	385708	746.2	446
EOG0907061H	Duplicated	scaffold1364_pilon_pilon	445277	465442	566.5	317
EOG0907061H	Duplicated	scaffold20_pilon_pilon	583835	619816	619.2	338
EOG0907061I	Complete	scaffold119_pilon_pilon	4213833	4283773	650.2	340
EOG0907061K	Complete	scaffold31_pilon_pilon	12941616	12964377	633.7	401
EOG0907061L	Complete	scaffold18_pilon_pilon	11425078	11522977	505.9	315
EOG0907061O	Complete	scaffold49_pilon_pilon	10582771	10601652	693.9	324
EOG0907061U	Fragmented	scaffold12_pilon_pilon	18820690	18871005	565.6	322
EOG0907061V	Complete	scaffold89_pilon_pilon	6759271	6795229	495.1	309
EOG0907061X	Complete	scaffold106_pilon_pilon	1908792	1926880	760.5	406
EOG0907061Z	Complete	scaffold68_pilon_pilon	7300552	7316182	837.1	369
EOG09070621	Complete	scaffold127_pilon_pilon	5553791	5604260	633.1	333
EOG09070622	Fragmented	scaffold121_pilon_pilon	3245842	3247284	500.4	254
EOG0907062B	Complete	scaffold1727_pilon_pilon	220212	289564	694.1	394
EOG0907062L	Complete	scaffold21_pilon_pilon	5833438	5918364	556.4	311
EOG0907062P	Complete	scaffold67_pilon_pilon	3211772	3219967	515.1	302
EOG0907062R	Complete	scaffold136_pilon_pilon	231718	288711	833.3	384
EOG0907062S	Complete	scaffold36_pilon_pilon	14400618	14419002	860.1	408
EOG0907062W	Complete	scaffold7_pilon_pilon	1370135	1415356	655.5	383
EOG09070637	Duplicated	scaffold1186_pilon_pilon	52528	100808	807.0	428
EOG09070637	Duplicated	scaffold8_pilon_pilon	21488547	21510620	920.3	454
EOG09070638	Duplicated	scaffold21_pilon_pilon	20343846	20351812	590.6	306
EOG09070638	Duplicated	scaffold3583_pilon_pilon	141393	153127	541.4	303
EOG09070639	Complete	scaffold89_pilon_pilon	4853384	4861226	762.4	393
EOG0907063A	Complete	scaffold13_pilon_pilon	22459292	22483738	740.8	365
EOG0907063C	Complete	scaffold4_pilon_pilon	7958907	8014624	762.9	409
EOG0907063N	Duplicated	scaffold37_pilon_pilon	8975786	8993292	749.2	353
EOG0907063N	Duplicated	scaffold5352_pilon_pilon	153997	171550	638.9	356
EOG0907063Q	Complete	scaffold239_pilon_pilon	2075646	2091308	766.7	381
EOG0907063W	Complete	scaffold374_pilon_pilon	287702	305207	710.9	355
EOG0907063X	Complete	scaffold16_pilon_pilon	6677982	6693051	623.1	355
EOG0907063Z	Complete	scaffold7_pilon_pilon	18825864	18836382	394.8	434
EOG09070644	Complete	scaffold26_pilon_pilon	9290205	9321441	581.5	356
EOG09070645	Complete	scaffold8_pilon_pilon	8330402	8358062	541.4	361
EOG0907064M	Complete	scaffold142_pilon_pilon	4508990	4546718	563.9	322
EOG0907064Q	Complete	scaffold8_pilon_pilon	21455709	21482015	776.5	381
EOG0907064R	Complete	scaffold115_pilon_pilon	1761677	1785578	605.8	336
EOG0907064S	Complete	scaffold1131_pilon_pilon	351023	387027	805.9	423
EOG0907064V	Complete	scaffold20_pilon_pilon	14043673	14070055	616.7	294
EOG0907064X	Fragmented	scaffold51_pilon_pilon	7788494	7789725	603.4	289
EOG09070650	Missing
EOG09070656	Complete	scaffold23_pilon_pilon	13759802	13774155	836.0	396
EOG09070657	Complete	scaffold27_pilon_pilon	1679292	1694378	607.3	323
EOG09070658	Complete	scaffold281_pilon_pilon	520749	562088	747.1	403
EOG0907065N	Complete	scaffold2_pilon_pilon	12639299	12666800	681.4	365
EOG0907065O	Complete	scaffold8_pilon_pilon	16444147	16472238	683.6	376
EOG0907065Q	Complete	scaffold129_pilon_pilon	2385506	2393159	555.8	343
EOG0907065S	Complete	scaffold65_pilon_pilon	2824552	2825850	640.2	357
EOG0907065V	Complete	scaffold17_pilon_pilon	11125045	11159173	792.7	423
EOG0907065Y	Complete	scaffold135_pilon_pilon	778636	796099	708.9	398
EOG09070661	Complete	scaffold25_pilon_pilon	15212805	15225228	563.1	366
EOG09070665	Complete	scaffold58_pilon_pilon	364270	431798	689.0	362
EOG09070666	Complete	scaffold22_pilon_pilon	15736521	15740406	582.9	351
EOG0907066C	Complete	scaffold9_pilon_pilon	16057588	16114747	858.3	417
EOG0907066D	Complete	scaffold94_pilon_pilon	3430469	3469321	566.1	315
EOG0907066F	Complete	scaffold89_pilon_pilon	6615613	6696769	630.0	358
EOG0907066K	Complete	scaffold28_pilon_pilon	6113296	6175523	738.1	345
EOG0907066P	Complete	scaffold2_pilon_pilon	41028049	41086775	703.1	402
EOG0907066U	Complete	scaffold73_pilon_pilon	5181821	5193188	607.2	323
EOG0907066W	Complete	scaffold55_pilon_pilon	4164969	4202277	539.8	335
EOG0907066X	Complete	scaffold21_pilon_pilon	20428094	20450944	683.2	322
EOG0907067I	Missing
EOG0907067N	Complete	scaffold165_pilon_pilon	935649	961770	614.3	300
EOG0907067Q	Complete	scaffold238_pilon_pilon	1174502	1223060	731.3	562
EOG0907067V	Complete	scaffold66_pilon_pilon	5369077	5401381	350.2	307
EOG0907067X	Complete	scaffold120_pilon_pilon	3687502	3727589	567.5	309
EOG09070682	Complete	scaffold26_pilon_pilon	12686858	12725517	689.9	345
EOG0907068C	Complete	scaffold60_pilon_pilon	10713321	10733791	706.0	445
EOG0907068E	Complete	scaffold33_pilon_pilon	3627368	3664978	803.5	374
EOG0907068H	Complete	scaffold124_pilon_pilon	2004254	2031966	433.4	345
EOG0907068I	Complete	scaffold98_pilon_pilon	1570622	1626121	574.5	491
EOG0907068J	Complete	scaffold6821_pilon_pilon	110681	138556	548.4	352
EOG0907068M	Complete	scaffold160_pilon_pilon	1131461	1151767	703.9	368
EOG0907068U	Complete	scaffold7_pilon_pilon	12370657	12376777	752.9	364
EOG0907068W	Complete	scaffold5_pilon_pilon	19121057	19139541	767.0	382
EOG0907068Y	Complete	scaffold89_pilon_pilon	3693425	3696904	749.1	381
EOG09070692	Complete	scaffold23_pilon_pilon	8856430	8870243	867.3	438
EOG09070694	Complete	scaffold303_pilon_pilon	489084	498978	521.2	290
EOG09070697	Complete	scaffold31_pilon_pilon	15153276	15207547	867.3	441
EOG0907069H	Complete	scaffold50_pilon_pilon	4615475	4690316	585.2	514
EOG0907069L	Duplicated	scaffold1183_pilon_pilon	236638	264428	589.0	296
EOG0907069L	Duplicated	scaffold58_pilon_pilon	4232606	4276268	643.5	322
EOG0907069M	Complete	scaffold8_pilon_pilon	17069702	17087417	619.6	333
EOG0907069S	Complete	scaffold11_pilon_pilon	6451017	6498615	674.6	310
EOG0907069T	Duplicated	scaffold2713_pilon_pilon	102156	192933	1143.8	574
EOG0907069T	Duplicated	scaffold5_pilon_pilon	10500536	10592497	1302.1	599
EOG090706A8	Complete	scaffold71_pilon_pilon	2476704	2508433	796.7	347
EOG090706AA	Duplicated	scaffold24672_pilon_pilon	15800	27588	493.2	252
EOG090706AA	Duplicated	scaffold44_pilon_pilon	9899353	9904492	531.7	253
EOG090706AB	Complete	scaffold20_pilon_pilon	10332911	10418053	538.6	320
EOG090706AC	Complete	scaffold86_pilon_pilon	3303816	3320841	603.9	366
